中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,708 Mbps,90624 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,38 ms,1 Mbps,253 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,448 Mbps,57446 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,53 ms,395 Mbps,50585 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,62 ms,335 Mbps,42905 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,72 ms,355 Mbps,45465 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,352 Mbps,45158 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,290 Mbps,37171 kB/s
35.197.23.75,443,35.212.183.25,US,Seattle,隧道,71 ms,321 Mbps,41164 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,248 Mbps,31846 kB/s
35.230.79.26,443,35.212.183.25,US,Seattle,隧道,74 ms,308 Mbps,39424 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,90 ms,242 Mbps,31027 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,93 ms,48 Mbps,6154 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,98 ms,44 Mbps,5724 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,42 Mbps,5468 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,111 Mbps,14233 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,34 Mbps,4437 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,37 Mbps,4748 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,36 Mbps,4709 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,199 ms,88 Mbps,11366 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,230 ms,0 Mbps,9 kB/s
